crop,season,altitude,soil_type,water_requirement_mm_day,irrigation_strategy,total_water_requirement_m3
Chili Peppers,dry,low,loamy,850,Sprinkler irrigation or combination,8500000.0
Chili Peppers,dry,low,clay,850,Flood irrigation or high-frequency sprinklers,8500000.0
Chili Peppers,dry,low,silty,850,Sprinkler irrigation or combination,8500000.0
Chili Peppers,dry,low,peaty,850,Flood irrigation or high-frequency sprinklers,8500000.0
Chili Peppers,wet,low,sandy,630,Drip irrigation or rain-fed,6300000.0
Chili Peppers,wet,low,loamy,630,Sprinkler irrigation or combination,6300000.0
Chili Peppers,wet,low,clay,630,Flood irrigation or high-frequency sprinklers,6300000.0
Chili Peppers,wet,low,silty,630,Sprinkler irrigation or combination,6300000.0
Chili Peppers,wet,low,peaty,630,Flood irrigation or high-frequency sprinklers,6300000.0
Chili Peppers,dry,mid,sandy,900,Drip irrigation or rain-fed,9000000.0
Chili Peppers,dry,mid,loamy,900,Sprinkler irrigation or combination,9000000.0
Chili Peppers,dry,mid,clay,900,Flood irrigation or high-frequency sprinklers,9000000.0
Chili Peppers,dry,mid,silty,900,Sprinkler irrigation or combination,9000000.0
Chili Peppers,dry,mid,peaty,900,Flood irrigation or high-frequency sprinklers,9000000.0
Chili Peppers,wet,mid,sandy,650,Drip irrigation or rain-fed,6500000.0
Chili Peppers,wet,mid,loamy,650,Sprinkler irrigation or combination,6500000.0
Chili Peppers,wet,mid,clay,650,Flood irrigation or high-frequency sprinklers,6500000.0
Chili Peppers,wet,mid,silty,650,Sprinkler irrigation or combination,6500000.0
Chili Peppers,wet,mid,peaty,650,Flood irrigation or high-frequency sprinklers,6500000.0
Chili Peppers,dry,high,sandy,800,Drip irrigation or rain-fed,8000000.0
Chili Peppers,dry,high,loamy,800,Sprinkler irrigation or combination,8000000.0
Chili Peppers,dry,high,clay,800,Flood irrigation or high-frequency sprinklers,8000000.0
Chili Peppers,dry,high,silty,800,Sprinkler irrigation or combination,8000000.0
Chili Peppers,dry,high,peaty,800,Flood irrigation or high-frequency sprinklers,8000000.0
Chili Peppers,wet,high,sandy,580,Drip irrigation or rain-fed,5800000.0
Chili Peppers,wet,high,loamy,580,Sprinkler irrigation or combination,5800000.0
Chili Peppers,wet,high,clay,580,Flood irrigation or high-frequency sprinklers,5800000.0
Chili Peppers,wet,high,silty,580,Sprinkler irrigation or combination,5800000.0
Chili Peppers,wet,high,peaty,580,Flood irrigation or high-frequency sprinklers,5800000.0
Vanilla,dry,low,sandy,850,Drip irrigation or rain-fed,8500000.0
Vanilla,dry,low,loamy,850,Sprinkler irrigation or combination,8500000.0
Vanilla,dry,low,clay,850,Flood irrigation or high-frequency sprinklers,8500000.0
Vanilla,dry,low,silty,850,Sprinkler irrigation or combination,8500000.0
Vanilla,dry,low,peaty,850,Flood irrigation or high-frequency sprinklers,8500000.0
Vanilla,wet,low,sandy,630,Drip irrigation or rain-fed,6300000.0
Vanilla,wet,low,loamy,630,Sprinkler irrigation or combination,6300000.0
Vanilla,wet,low,clay,630,Flood irrigation or high-frequency sprinklers,6300000.0
Vanilla,wet,low,silty,630,Sprinkler irrigation or combination,6300000.0
Vanilla,wet,low,peaty,630,Flood irrigation or high-frequency sprinklers,6300000.0
Vanilla,dry,mid,sandy,900,Drip irrigation or rain-fed,9000000.0
Vanilla,dry,mid,loamy,900,Sprinkler irrigation or combination,9000000.0
Vanilla,dry,mid,clay,900,Flood irrigation or high-frequency sprinklers,9000000.0
Vanilla,dry,mid,silty,900,Sprinkler irrigation or combination,9000000.0
Vanilla,dry,mid,peaty,900,Flood irrigation or high-frequency sprinklers,9000000.0
Vanilla,wet,mid,sandy,650,Drip irrigation or rain-fed,6500000.0
Vanilla,wet,mid,loamy,650,Sprinkler irrigation or combination,6500000.0
Vanilla,wet,mid,clay,650,Flood irrigation or high-frequency sprinklers,6500000.0
Vanilla,wet,mid,silty,650,Sprinkler irrigation or combination,6500000.0
Vanilla,wet,mid,peaty,650,Flood irrigation or high-frequency sprinklers,6500000.0
Vanilla,dry,high,sandy,800,Drip irrigation or rain-fed,8000000.0
Vanilla,dry,high,loamy,800,Sprinkler irrigation or combination,8000000.0
Vanilla,dry,high,clay,800,Flood irrigation or high-frequency sprinklers,8000000.0
Vanilla,dry,high,silty,800,Sprinkler irrigation or combination,8000000.0
Vanilla,dry,high,peaty,800,Flood irrigation or high-frequency sprinklers,8000000.0
Vanilla,wet,high,sandy,580,Drip irrigation or rain-fed,5800000.0
Vanilla,wet,high,loamy,580,Sprinkler irrigation or combination,5800000.0
Vanilla,wet,high,clay,580,Flood irrigation or high-frequency sprinklers,5800000.0
Vanilla,wet,high,silty,580,Sprinkler irrigation or combination,5800000.0
Vanilla,wet,high,peaty,580,Flood irrigation or high-frequency sprinklers,5800000.0
Barley,dry,low,sandy,850,Drip irrigation or rain-fed,8500000.0
Barley,dry,low,loamy,850,Sprinkler irrigation or combination,8500000.0
Barley,dry,low,clay,850,Flood irrigation or high-frequency sprinklers,8500000.0
Barley,dry,low,silty,850,Sprinkler irrigation or combination,8500000.0
Barley,dry,low,peaty,850,Flood irrigation or high-frequency sprinklers,8500000.0
Barley,wet,low,sandy,630,Drip irrigation or rain-fed,6300000.0
Barley,wet,low,loamy,630,Sprinkler irrigation or combination,6300000.0
Barley,wet,low,clay,630,Flood irrigation or high-frequency sprinklers,6300000.0
Barley,wet,low,silty,630,Sprinkler irrigation or combination,6300000.0
Barley,wet,low,peaty,630,Flood irrigation or high-frequency sprinklers,6300000.0
Barley,dry,mid,sandy,900,Drip irrigation or rain-fed,9000000.0
Barley,dry,mid,loamy,900,Sprinkler irrigation or combination,9000000.0
Barley,dry,mid,clay,900,Flood irrigation or high-frequency sprinklers,9000000.0
Barley,dry,mid,silty,900,Sprinkler irrigation or combination,9000000.0
Barley,dry,mid,peaty,900,Flood irrigation or high-frequency sprinklers,9000000.0
Barley,wet,mid,sandy,650,Drip irrigation or rain-fed,6500000.0
Barley,wet,mid,loamy,650,Sprinkler irrigation or combination,6500000.0
Barley,wet,mid,clay,650,Flood irrigation or high-frequency sprinklers,6500000.0
Barley,wet,mid,silty,650,Sprinkler irrigation or combination,6500000.0
Barley,wet,mid,peaty,650,Flood irrigation or high-frequency sprinklers,6500000.0
Barley,dry,high,sandy,800,Drip irrigation or rain-fed,8000000.0
Barley,dry,high,loamy,800,Sprinkler irrigation or combination,8000000.0
Barley,dry,high,clay,800,Flood irrigation or high-frequency sprinklers,8000000.0
Barley,dry,high,silty,800,Sprinkler irrigation or combination,8000000.0
Barley,dry,high,peaty,800,Flood irrigation or high-frequency sprinklers,8000000.0
Barley,wet,high,sandy,580,Drip irrigation or rain-fed,5800000.0
Barley,wet,high,loamy,580,Sprinkler irrigation or combination,5800000.0
Barley,wet,high,clay,580,Flood irrigation or high-frequency sprinklers,5800000.0
Barley,wet,high,silty,580,Sprinkler irrigation or combination,5800000.0
Barley,wet,high,peaty,580,Flood irrigation or high-frequency sprinklers,5800000.0
Oats,dry,low,sandy,850,Drip irrigation or rain-fed,8500000.0
Oats,dry,low,loamy,850,Sprinkler irrigation or combination,8500000.0
Oats,dry,low,clay,850,Flood irrigation or high-frequency sprinklers,8500000.0
Oats,dry,low,silty,850,Sprinkler irrigation or combination,8500000.0
Oats,dry,low,peaty,850,Flood irrigation or high-frequency sprinklers,8500000.0
Oats,wet,low,sandy,630,Drip irrigation or rain-fed,6300000.0
Oats,wet,low,loamy,630,Sprinkler irrigation or combination,6300000.0
Oats,wet,low,clay,630,Flood irrigation or high-frequency sprinklers,6300000.0
Oats,wet,low,silty,630,Sprinkler irrigation or combination,6300000.0
Oats,wet,low,peaty,630,Flood irrigation or high-frequency sprinklers,6300000.0
Oats,dry,mid,sandy,900,Drip irrigation or rain-fed,9000000.0
Oats,dry,mid,loamy,900,Sprinkler irrigation or combination,9000000.0
Oats,dry,mid,clay,900,Flood irrigation or high-frequency sprinklers,9000000.0
Oats,dry,mid,silty,900,Sprinkler irrigation or combination,9000000.0
Oats,dry,mid,peaty,900,Flood irrigation or high-frequency sprinklers,9000000.0
Oats,wet,mid,sandy,650,Drip irrigation or rain-fed,6500000.0
Oats,wet,mid,loamy,650,Sprinkler irrigation or combination,6500000.0
Oats,wet,mid,clay,650,Flood irrigation or high-frequency sprinklers,6500000.0
Oats,wet,mid,silty,650,Sprinkler irrigation or combination,6500000.0
Oats,wet,mid,peaty,650,Flood irrigation or high-frequency sprinklers,6500000.0
Oats,dry,high,sandy,800,Drip irrigation or rain-fed,8000000.0
Oats,dry,high,loamy,800,Sprinkler irrigation or combination,8000000.0
Oats,dry,high,clay,800,Flood irrigation or high-frequency sprinklers,8000000.0
Oats,dry,high,silty,800,Sprinkler irrigation or combination,8000000.0
Oats,dry,high,peaty,800,Flood irrigation or high-frequency sprinklers,8000000.0
Oats,wet,high,sandy,580,Drip irrigation or rain-fed,5800000.0
Oats,wet,high,loamy,580,Sprinkler irrigation or combination,5800000.0
Oats,wet,high,clay,580,Flood irrigation or high-frequency sprinklers,5800000.0
Oats,wet,high,silty,580,Sprinkler irrigation or combination,5800000.0
Oats,wet,high,peaty,580,Flood irrigation or high-frequency sprinklers,5800000.0
Papaya,dry,low,sandy,850,Drip irrigation or rain-fed,8500000.0
Papaya,dry,low,loamy,850,Sprinkler irrigation or combination,8500000.0
Papaya,dry,low,clay,850,Flood irrigation or high-frequency sprinklers,8500000.0
Papaya,dry,low,silty,850,Sprinkler irrigation or combination,8500000.0
Papaya,dry,low,peaty,850,Flood irrigation or high-frequency sprinklers,8500000.0
Papaya,wet,low,sandy,630,Drip irrigation or rain-fed,6300000.0
Papaya,wet,low,loamy,630,Sprinkler irrigation or combination,6300000.0
Papaya,wet,low,clay,630,Flood irrigation or high-frequency sprinklers,6300000.0
Papaya,wet,low,silty,630,Sprinkler irrigation or combination,6300000.0
Papaya,wet,low,peaty,630,Flood irrigation or high-frequency sprinklers,6300000.0
Papaya,dry,mid,sandy,900,Drip irrigation or rain-fed,9000000.0
Papaya,dry,mid,loamy,900,Sprinkler irrigation or combination,9000000.0
Papaya,dry,mid,clay,900,Flood irrigation or high-frequency sprinklers,9000000.0
Papaya,dry,mid,silty,900,Sprinkler irrigation or combination,9000000.0
Papaya,dry,mid,peaty,900,Flood irrigation or high-frequency sprinklers,9000000.0
Papaya,wet,mid,sandy,650,Drip irrigation or rain-fed,6500000.0
Papaya,wet,mid,loamy,650,Sprinkler irrigation or combination,6500000.0
Papaya,wet,mid,clay,650,Flood irrigation or high-frequency sprinklers,6500000.0
Papaya,wet,mid,silty,650,Sprinkler irrigation or combination,6500000.0
Papaya,wet,mid,peaty,650,Flood irrigation or high-frequency sprinklers,6500000.0
Papaya,dry,high,sandy,800,Drip irrigation or rain-fed,8000000.0
Papaya,dry,high,loamy,800,Sprinkler irrigation or combination,8000000.0
Papaya,dry,high,clay,800,Flood irrigation or high-frequency sprinklers,8000000.0
Papaya,dry,high,silty,800,Sprinkler irrigation or combination,8000000.0
Papaya,dry,high,peaty,800,Flood irrigation or high-frequency sprinklers,8000000.0
Papaya,wet,high,sandy,580,Drip irrigation or rain-fed,5800000.0
Papaya,wet,high,loamy,580,Sprinkler irrigation or combination,5800000.0
Papaya,wet,high,clay,580,Flood irrigation or high-frequency sprinklers,5800000.0
Papaya,wet,high,silty,580,Sprinkler irrigation or combination,5800000.0
Papaya,wet,high,peaty,580,Flood irrigation or high-frequency sprinklers,5800000.0
Guava,dry,low,sandy,850,Drip irrigation or rain-fed,8500000.0
Guava,dry,low,loamy,850,Sprinkler irrigation or combination,8500000.0
Guava,dry,low,clay,850,Flood irrigation or high-frequency sprinklers,8500000.0
Guava,dry,low,silty,850,Sprinkler irrigation or combination,8500000.0
Guava,dry,low,peaty,850,Flood irrigation or high-frequency sprinklers,8500000.0
Guava,wet,low,sandy,630,Drip irrigation or rain-fed,6300000.0
Guava,wet,low,loamy,630,Sprinkler irrigation or combination,6300000.0
Guava,wet,low,clay,630,Flood irrigation or high-frequency sprinklers,6300000.0
Guava,wet,low,silty,630,Sprinkler irrigation or combination,6300000.0
Guava,wet,low,peaty,630,Flood irrigation or high-frequency sprinklers,6300000.0
Guava,dry,mid,sandy,900,Drip irrigation or rain-fed,9000000.0
Guava,dry,mid,loamy,900,Sprinkler irrigation or combination,9000000.0
Guava,dry,mid,clay,900,Flood irrigation or high-frequency sprinklers,9000000.0
Guava,dry,mid,silty,900,Sprinkler irrigation or combination,9000000.0
Guava,dry,mid,peaty,900,Flood irrigation or high-frequency sprinklers,9000000.0
Guava,wet,mid,sandy,650,Drip irrigation or rain-fed,6500000.0
Guava,wet,mid,loamy,650,Sprinkler irrigation or combination,6500000.0
Guava,wet,mid,clay,650,Flood irrigation or high-frequency sprinklers,6500000.0
Guava,wet,mid,silty,650,Sprinkler irrigation or combination,6500000.0
Guava,wet,mid,peaty,650,Flood irrigation or high-frequency sprinklers,6500000.0
Guava,dry,high,sandy,800,Drip irrigation or rain-fed,8000000.0
Guava,dry,high,loamy,800,Sprinkler irrigation or combination,8000000.0
Guava,dry,high,clay,800,Flood irrigation or high-frequency sprinklers,8000000.0
Guava,dry,high,silty,800,Sprinkler irrigation or combination,8000000.0
Guava,dry,high,peaty,800,Flood irrigation or high-frequency sprinklers,8000000.0
Guava,wet,high,sandy,580,Drip irrigation or rain-fed,5800000.0
Guava,wet,high,loamy,580,Sprinkler irrigation or combination,5800000.0
Guava,wet,high,clay,580,Flood irrigation or high-frequency sprinklers,5800000.0
Guava,wet,high,silty,580,Sprinkler irrigation or combination,5800000.0
Guava,wet,high,peaty,580,Flood irrigation or high-frequency sprinklers,5800000.0
Spinach,dry,low,sandy,850,Drip irrigation or rain-fed,8500000.0
Spinach,dry,low,loamy,850,Sprinkler irrigation or combination,8500000.0
Spinach,dry,low,clay,850,Flood irrigation or high-frequency sprinklers,8500000.0
Spinach,dry,low,silty,850,Sprinkler irrigation or combination,8500000.0
Spinach,dry,low,peaty,850,Flood irrigation or high-frequency sprinklers,8500000.0
Spinach,wet,low,sandy,630,Drip irrigation or rain-fed,6300000.0
Spinach,wet,low,loamy,630,Sprinkler irrigation or combination,6300000.0
Spinach,wet,low,clay,630,Flood irrigation or high-frequency sprinklers,6300000.0
Spinach,wet,low,silty,630,Sprinkler irrigation or combination,6300000.0
Spinach,wet,low,peaty,630,Flood irrigation or high-frequency sprinklers,6300000.0
Spinach,dry,mid,sandy,900,Drip irrigation or rain-fed,9000000.0
Spinach,dry,mid,loamy,900,Sprinkler irrigation or combination,9000000.0
Spinach,dry,mid,clay,900,Flood irrigation or high-frequency sprinklers,9000000.0
Spinach,dry,mid,silty,900,Sprinkler irrigation or combination,9000000.0
Spinach,dry,mid,peaty,900,Flood irrigation or high-frequency sprinklers,9000000.0
Spinach,wet,mid,sandy,650,Drip irrigation or rain-fed,6500000.0
Spinach,wet,mid,loamy,650,Sprinkler irrigation or combination,6500000.0
Spinach,wet,mid,clay,650,Flood irrigation or high-frequency sprinklers,6500000.0
Spinach,wet,mid,silty,650,Sprinkler irrigation or combination,6500000.0
Spinach,wet,mid,peaty,650,Flood irrigation or high-frequency sprinklers,6500000.0
Spinach,dry,high,sandy,800,Drip irrigation or rain-fed,8000000.0
Spinach,dry,high,loamy,800,Sprinkler irrigation or combination,8000000.0
Spinach,dry,high,clay,800,Flood irrigation or high-frequency sprinklers,8000000.0
Spinach,dry,high,silty,800,Sprinkler irrigation or combination,8000000.0
Spinach,dry,high,peaty,800,Flood irrigation or high-frequency sprinklers,8000000.0
Spinach,wet,high,sandy,580,Drip irrigation or rain-fed,5800000.0
Spinach,wet,high,loamy,580,Sprinkler irrigation or combination,5800000.0
Spinach,wet,high,clay,580,Flood irrigation or high-frequency sprinklers,5800000.0
Spinach,wet,high,silty,580,Sprinkler irrigation or combination,5800000.0
Spinach,wet,high,peaty,580,Flood irrigation or high-frequency sprinklers,5800000.0
Lettuce,dry,low,sandy,850,Drip irrigation or rain-fed,8500000.0
Lettuce,dry,low,loamy,850,Sprinkler irrigation or combination,8500000.0
Lettuce,dry,low,clay,850,Flood irrigation or high-frequency sprinklers,8500000.0
Lettuce,dry,low,silty,850,Sprinkler irrigation or combination,8500000.0
Lettuce,dry,low,peaty,850,Flood irrigation or high-frequency sprinklers,8500000.0
Lettuce,wet,low,sandy,630,Drip irrigation or rain-fed,6300000.0
Lettuce,wet,low,loamy,630,Sprinkler irrigation or combination,6300000.0
Lettuce,wet,low,clay,630,Flood irrigation or high-frequency sprinklers,6300000.0
Lettuce,wet,low,silty,630,Sprinkler irrigation or combination,6300000.0
Lettuce,wet,low,peaty,630,Flood irrigation or high-frequency sprinklers,6300000.0
Lettuce,dry,mid,sandy,900,Drip irrigation or rain-fed,9000000.0
Lettuce,dry,mid,loamy,900,Sprinkler irrigation or combination,9000000.0
Lettuce,dry,mid,clay,900,Flood irrigation or high-frequency sprinklers,9000000.0
Lettuce,dry,mid,silty,900,Sprinkler irrigation or combination,9000000.0
Lettuce,dry,mid,peaty,900,Flood irrigation or high-frequency sprinklers,9000000.0
Lettuce,wet,mid,sandy,650,Drip irrigation or rain-fed,6500000.0
Lettuce,wet,mid,loamy,650,Sprinkler irrigation or combination,6500000.0
Lettuce,wet,mid,clay,650,Flood irrigation or high-frequency sprinklers,6500000.0
Lettuce,wet,mid,silty,650,Sprinkler irrigation or combination,6500000.0
Lettuce,wet,mid,peaty,650,Flood irrigation or high-frequency sprinklers,6500000.0
Lettuce,dry,high,sandy,800,Drip irrigation or rain-fed,8000000.0
Lettuce,dry,high,loamy,800,Sprinkler irrigation or combination,8000000.0
Lettuce,dry,high,clay,800,Flood irrigation or high-frequency sprinklers,8000000.0
Lettuce,dry,high,silty,800,Sprinkler irrigation or combination,8000000.0
Lettuce,dry,high,peaty,800,Flood irrigation or high-frequency sprinklers,8000000.0
Lettuce,wet,high,sandy,580,Drip irrigation or rain-fed,5800000.0
Lettuce,wet,high,loamy,580,Sprinkler irrigation or combination,5800000.0
Lettuce,wet,high,clay,580,Flood irrigation or high-frequency sprinklers,5800000.0
Lettuce,wet,high,silty,580,Sprinkler irrigation or combination,5800000.0
Lettuce,wet,high,peaty,580,Flood irrigation or high-frequency sprinklers,5800000.0
Kale,dry,low,sandy,850,Drip irrigation or rain-fed,8500000.0
Kale,dry,low,loamy,850,Sprinkler irrigation or combination,8500000.0
Kale,dry,low,clay,850,Flood irrigation or high-frequency sprinklers,8500000.0
Kale,dry,low,silty,850,Sprinkler irrigation or combination,8500000.0
Kale,dry,low,peaty,850,Flood irrigation or high-frequency sprinklers,8500000.0
Kale,wet,low,sandy,630,Drip irrigation or rain-fed,6300000.0
Kale,wet,low,loamy,630,Sprinkler irrigation or combination,6300000.0
Kale,wet,low,clay,630,Flood irrigation or high-frequency sprinklers,6300000.0
Kale,wet,low,silty,630,Sprinkler irrigation or combination,6300000.0
Kale,wet,low,peaty,630,Flood irrigation or high-frequency sprinklers,6300000.0
Kale,dry,mid,sandy,900,Drip irrigation or rain-fed,9000000.0
Kale,dry,mid,loamy,900,Sprinkler irrigation or combination,9000000.0
Kale,dry,mid,clay,900,Flood irrigation or high-frequency sprinklers,9000000.0
Kale,dry,mid,silty,900,Sprinkler irrigation or combination,9000000.0
Kale,dry,mid,peaty,900,Flood irrigation or high-frequency sprinklers,9000000.0
Kale,wet,mid,sandy,650,Drip irrigation or rain-fed,6500000.0
Kale,wet,mid,loamy,650,Sprinkler irrigation or combination,6500000.0
Kale,wet,mid,clay,650,Flood irrigation or high-frequency sprinklers,6500000.0
Kale,wet,mid,silty,650,Sprinkler irrigation or combination,6500000.0
Kale,wet,mid,peaty,650,Flood irrigation or high-frequency sprinklers,6500000.0
Kale,dry,high,sandy,800,Drip irrigation or rain-fed,8000000.0
Kale,dry,high,loamy,800,Sprinkler irrigation or combination,8000000.0
Kale,dry,high,clay,800,Flood irrigation or high-frequency sprinklers,8000000.0
Kale,dry,high,silty,800,Sprinkler irrigation or combination,8000000.0
Kale,dry,high,peaty,800,Flood irrigation or high-frequency sprinklers,8000000.0
Kale,wet,high,sandy,580,Drip irrigation or rain-fed,5800000.0
Kale,wet,high,loamy,580,Sprinkler irrigation or combination,5800000.0
Kale,wet,high,clay,580,Flood irrigation or high-frequency sprinklers,5800000.0
Kale,wet,high,silty,580,Sprinkler irrigation or combination,5800000.0
Kale,wet,high,peaty,580,Flood irrigation or high-frequency sprinklers,5800000.0
Cucumber,dry,low,sandy,850,Drip irrigation or rain-fed,8500000.0
Cucumber,dry,low,loamy,850,Sprinkler irrigation or combination,8500000.0
Cucumber,dry,low,clay,850,Flood irrigation or high-frequency sprinklers,8500000.0
Cucumber,dry,low,silty,850,Sprinkler irrigation or combination,8500000.0
Cucumber,dry,low,peaty,850,Flood irrigation or high-frequency sprinklers,8500000.0
Cucumber,wet,low,sandy,630,Drip irrigation or rain-fed,6300000.0
Cucumber,wet,low,loamy,630,Sprinkler irrigation or combination,6300000.0
Cucumber,wet,low,clay,630,Flood irrigation or high-frequency sprinklers,6300000.0
Cucumber,wet,low,silty,630,Sprinkler irrigation or combination,6300000.0
Cucumber,wet,low,peaty,630,Flood irrigation or high-frequency sprinklers,6300000.0
Cucumber,dry,mid,sandy,900,Drip irrigation or rain-fed,9000000.0
Cucumber,dry,mid,loamy,900,Sprinkler irrigation or combination,9000000.0
Cucumber,dry,mid,clay,900,Flood irrigation or high-frequency sprinklers,9000000.0
Cucumber,dry,mid,silty,900,Sprinkler irrigation or combination,9000000.0
Cucumber,dry,mid,peaty,900,Flood irrigation or high-frequency sprinklers,9000000.0
Cucumber,wet,mid,sandy,650,Drip irrigation or rain-fed,6500000.0
Cucumber,wet,mid,loamy,650,Sprinkler irrigation or combination,6500000.0
Cucumber,wet,mid,clay,650,Flood irrigation or high-frequency sprinklers,6500000.0
Cucumber,wet,mid,silty,650,Sprinkler irrigation or combination,6500000.0
Cucumber,wet,mid,peaty,650,Flood irrigation or high-frequency sprinklers,6500000.0
Cucumber,dry,high,sandy,800,Drip irrigation or rain-fed,8000000.0
Cucumber,dry,high,loamy,800,Sprinkler irrigation or combination,8000000.0
Cucumber,dry,high,clay,800,Flood irrigation or high-frequency sprinklers,8000000.0
Cucumber,dry,high,silty,800,Sprinkler irrigation or combination,8000000.0
Cucumber,dry,high,peaty,800,Flood irrigation or high-frequency sprinklers,8000000.0
Cucumber,wet,high,sandy,580,Drip irrigation or rain-fed,5800000.0
Cucumber,wet,high,loamy,580,Sprinkler irrigation or combination,5800000.0
Cucumber,wet,high,clay,580,Flood irrigation or high-frequency sprinklers,5800000.0
Cucumber,wet,high,silty,580,Sprinkler irrigation or combination,5800000.0
Cucumber,wet,high,peaty,580,Flood irrigation or high-frequency sprinklers,5800000.0
